#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Streptosporangiales;family__Nocardiopsaceae;genus__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Streptosporangiales;family__Nocardiopsaceae;genus__Thermobifida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	7	5	4	2	0	2	3	6	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Streptosporangiales;family__Nocardiopsaceae;genus__Nocardiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Streptomycetales;family__Streptomycetaceae;genus__Streptomyces	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	14	2	1	0	1	0	2	3	1	0	7	13	3	0	11	0	8	2	0	4	3	0	5	4	4	3	6	5	0	14	30	15	5	18	7	10	4	18	3	9	1	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Streptomycetales;family__Streptomycetaceae;genus__Streptacidiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Streptomycetales;family__Streptomycetaceae;genus__Kitasatospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Streptomycetales;family__Streptomycetaceae;genus__E1B-B3-114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Thermotunica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Thermocrispum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Saccharopolyspora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	2	1	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Saccharomonospora	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	7	6	4	2	6	9	10	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Pseudonocardia	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	2	0	9	4	2	6	2	2	4	1	0	1	5	9	4	0	5	0	6	0	2	0	4	2	2	1	3	1	1	0	0	44	18	57	81	63	44	31	6	2	4	3	0	101	46	1	3	5	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Kibdelosporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Crossiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Amycolatopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Alloactinosynnema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Actinorectispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Actinophytocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Actinomycetospora	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	4	2	0	3	0	1	0	0	0	0	0	2	0	2	0	0	0	0	26	6	1	9	3	1	10	1	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Pseudonocardiales;family__Pseudonocardiaceae;genus__Actinokineospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	5	8	13	6	9	7	10	13	13	15	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__uncultured	6	12	4	2	1	0	7	0	8	6	2	1	1	0	9	0	9	9	11	102	158	1	2	2	99	2	0	0	172	87	2	28	2	5	0	12	4	24	3	62	62	67	113	159	186	117	131	93	178	101	29	11	10	7	10	6	1	6	5	5	0	11	0	0	0	0	13	12	0	3	6	18	5	19	3
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Tessaracoccus	4	27	0	0	7	0	6	0	2	0	1	4	0	0	3	13	7	25	31	124	106	1	3	3	144	1	1	0	150	102	0	19	2	6	1	12	3	12	5	951	907	1047	1231	1645	1811	1260	1462	1061	1250	977	217	14	23	12	9	11	1	19	1	9	11	16	1	0	3	0	23	23	0	1	1	29	1	12	3
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Raineyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Pseudopropionibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	12	0	0	0	18	0	0	0	13	13	0	3	0	0	0	0	0	0	0	54	66	58	78	90	165	89	126	99	107	97	23	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Propionicimonas	2	6	0	0	0	0	6	0	1	0	1	2	0	0	0	4	1	10	5	23	18	0	0	0	19	1	0	0	29	25	0	13	0	1	0	1	0	3	1	54	53	70	110	141	179	124	122	85	130	81	16	1	0	1	0	0	0	2	0	0	0	2	0	0	2	0	4	3	0	0	2	4	2	10	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Propioniciclava	0	3	0	0	2	0	0	0	0	1	1	1	0	0	1	0	4	6	11	25	28	0	2	0	18	3	2	0	39	21	0	10	0	4	0	2	3	3	4	66	56	114	129	191	205	134	167	124	130	110	23	6	17	9	5	2	0	26	8	7	0	15	0	0	0	0	6	3	0	0	0	0	0	2	1
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Propionicicella	0	9	0	0	1	0	2	0	0	0	0	3	0	0	0	3	6	11	9	9	10	0	0	0	14	0	0	1	14	5	0	4	0	0	0	0	0	3	0	25	47	66	74	138	160	89	118	91	80	94	15	1	1	1	3	3	1	1	2	0	0	1	0	0	1	0	0	2	0	0	1	0	3	8	3
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Propionibacterium	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	4	6	0	0	0	2	0	0	0	9	5	0	2	0	0	0	0	0	1	0	20	32	38	45	42	73	47	65	48	73	32	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Naumannella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Micropruina	2	3	2	1	0	0	1	0	1	2	0	6	0	0	0	4	0	11	16	27	19	0	2	4	20	3	0	0	40	26	0	8	0	1	0	2	0	3	3	59	69	88	112	116	140	134	124	82	152	70	17	0	6	2	1	1	0	9	3	0	0	15	0	0	0	0	3	4	0	0	0	8	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Microlunatus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	11	5	1	4	4	6	1	1	2	5	7	1	1	4	7	6	0	10	0	2	6	5	9	7	15	19	10	12	16	9	8	6	12	14	4	8	10	2	7	6	3	1	4	0	0	2	0	1	3	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Marinilutecoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Luteococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	2	2	0	7	6	3	5	0	4	3	0	0	5	0	1	2	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Haloactinopolyspora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Friedmanniella	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	1	0	0	5	4	0	4	1	0	2	3	3	0	4	5	3	1	1	0	3	0	0	1	2	2	2	1	1	0	0	0	0	26	6	7	11	1	7	14	19	4	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Cutibacterium	2	0	1	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2	2	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Brooklawnia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Auraticoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Aestuariimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	3	3	3	4	2	2	2	0	0	1	0	0	0	1	1	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Propionibacteriaceae;genus__Acidipropionibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Nocardioidaceae;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Nocardioidaceae;genus__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Nocardioidaceae;genus__Nocardioides	1	2	0	0	3	2	1	0	3	2	3	1	1	0	2	2	7	3	4	35	15	20	111	70	24	89	14	23	21	36	9	5	59	108	49	1	105	1	71	10	5	13	30	27	32	27	23	30	29	23	10	384	270	385	315	357	298	302	192	158	118	249	9	472	207	1	13	34	1	32	23	15	20	41	12
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Nocardioidaceae;genus__Mumia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Nocardioidaceae;genus__Marmoricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	12	12	3	3	1	1	0	2	1	0	10	15	3	1	12	0	9	0	0	1	1	2	0	1	1	0	1	2	0	61	34	19	27	33	9	31	34	19	3	23	2	17	20	0	0	4	0	0	0	0	2	2	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Nocardioidaceae;genus__Kribbella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Nocardioidaceae;genus__Aeromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	4	4	2	4	3	0	1	0	0	186	137	227	156	243	205	104	56	83	73	107	14	425	212	4	7	17	0	4	1	3	6	1	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Propionibacteriales;family__Nocardioidaceae;genus__Actinopolymorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__PeM15;family__unknown;genus__unknown	9	11	4	7	6	0	15	6	6	4	2	7	1	1	4	29	20	22	23	49	88	3	27	20	48	25	1	2	70	23	7	16	11	49	6	1	34	6	23	40	39	60	78	110	95	74	74	43	75	68	14	48	24	42	49	27	41	62	24	24	22	18	3	0	5	0	7	3	0	3	3	7	2	19	3
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Nitriliruptorales;family__Nitriliruptoraceae;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__uncultured	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__Wangella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__Virgisporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__Stackebrandtia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__Salinispora	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__Rhizocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__Plantactinospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__Planosporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Actinobacteriota;class__Actinobacteria;order__Micromonosporales;family__Micromonosporaceae;genus__Phytohabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
